Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,AMZN,AMZN,AMZN,AMZN,AMZN,NFLX,NFLX,NFLX,NFLX,NFLX,META,META,META,META,META,GOOG,GOOG,GOOG,GOOG,GOOG
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-08 13:30:00+00:00,256.5299987792969,258.19000244140625,256.1099853515625,257.8399963378906,8459277,222.94500732421875,223.47999572753906,221.19000244140625,223.18499755859375,9677112,1197.1099853515625,1210.780029296875,1192.0,1207.31005859375,746771,713.510009765625,716.3099975585938,707.8099975585938,713.375,2928898,246.25,247.19000244140625,245.08999633789062,246.87759399414062,2982100
2025-10-08 14:30:00+00:00,257.8599853515625,258.4549865722656,257.20001220703125,258.0400085449219,4427277,223.1699981689453,224.3699951171875,223.08999633789062,223.97999572753906,5512152,1207.5174560546875,1209.5,1201.469970703125,1206.81005859375,304303,713.5599975585938,718.2498779296875,713.4099731445312,717.4299926757812,1301633,246.85000610351562,247.25999450683594,245.3000946044922,246.35000610351562,1546167
2025-10-08 15:30:00+00:00,258.05499267578125,258.5199890136719,257.55999755859375,258.20001220703125,2832234,223.97000122070312,225.16000366210938,223.76499938964844,225.02999877929688,4699488,1207.469970703125,1213.4599609375,1206.5201416015625,1211.449951171875,246095,717.39501953125,718.3699951171875,715.0,716.232177734375,906102,246.35499572753906,246.6199951171875,245.85000610351562,246.07000732421875,1334538
2025-10-08 16:30:00+00:00,258.19000244140625,258.32501220703125,257.625,257.92498779296875,2099955,225.02000427246094,225.88999938964844,224.36000061035156,225.87669372558594,4541566,1211.280029296875,1212.8199462890625,1209.530029296875,1211.25,159531,716.0800170898438,717.6099243164062,714.4600219726562,717.4348754882812,865509,246.0399932861328,246.10000610351562,245.1699981689453,245.86000061035156,1085121
2025-10-08 17:30:00+00:00,257.92498779296875,258.20001220703125,257.6499938964844,257.9150085449219,2280625,225.86000061035156,226.72999572753906,225.52000427246094,226.61000061035156,4973938,1211.25,1214.300048828125,1210.3299560546875,1210.7208251953125,292542,717.5700073242188,719.6500244140625,717.2100219726562,717.8400268554688,1208410,245.8612060546875,246.17999267578125,245.3249969482422,245.63499450683594,979080
2025-10-08 18:30:00+00:00,257.8999938964844,258.42999267578125,257.739990234375,258.25,2564469,226.6199951171875,226.67999267578125,224.5449981689453,225.39999389648438,6431931,1211.1099853515625,1213.300048828125,1210.5999755859375,1212.9150390625,148260,717.885009765625,719.4400024414062,716.7100219726562,719.0900268554688,869803,245.64999389648438,246.0500030517578,245.42999267578125,245.76499938964844,1363197
2025-10-08 19:30:00+00:00,258.239990234375,258.489990234375,257.8800048828125,258.0299987792969,4214118,225.39500427246094,225.61990356445312,224.82000732421875,225.1999969482422,5687049,1212.9100341796875,1217.0,1211.719970703125,1214.260009765625,470143,719.1199951171875,719.409912109375,716.6300048828125,717.8300170898438,1026452,245.74000549316406,245.96499633789062,245.14999389648438,245.4949951171875,1771672
2025-10-09 13:30:00+00:00,257.3299865722656,257.3599853515625,254.8090057373047,254.97999572753906,8612385,224.00999450683594,224.06500244140625,221.8699951171875,222.6999969482422,10710625,1213.1300048828125,1232.114990234375,1212.56005859375,1229.93994140625,803095,718.5399780273438,719.989990234375,713.27001953125,719.6900024414062,2955374,244.5800018310547,244.85000610351562,242.10000610351562,242.41000366210938,5015274
2025-10-09 14:30:00+00:00,254.5800018310547,255.1199951171875,254.57009887695312,254.89500427246094,4441161,222.11000061035156,223.10000610351562,221.85000610351562,223.10000610351562,5438165,1229.7449951171875,1229.989990234375,1227.1600341796875,1227.199951171875,329218,717.5198974609375,719.8200073242188,717.010009765625,719.4031982421875,1519280,241.3000030517578,241.46279907226562,240.3699951171875,240.46499633789062,4216186
2025-10-09 15:30:00+00:00,254.47000122070312,254.61000061035156,253.8260955810547,253.84500122070312,4409804,223.2949981689453,224.3699951171875,223.13999938964844,224.16299438476562,4286832,1230.3800048828125,1231.969970703125,1227.9000244140625,1230.97998046875,184395,723.5499877929688,728.7979736328125,723.1699829101562,727.5800170898438,1857658,240.3249969482422,242.1300048828125,239.80099487304688,241.72000122070312,1908924
2025-10-09 16:30:00+00:00,253.8800048828125,254.00999450683594,253.2030029296875,253.4575958251953,2710789,224.2899932861328,224.44000244140625,223.56500244140625,223.86000061035156,2718786,1230.6199951171875,1235.5799560546875,1230.6199951171875,1235.5799560546875,457057,726.5750122070312,727.385009765625,724.9000854492188,726.1799926757812,1148043,241.88499450683594,242.02000427246094,241.50999450683594,241.50999450683594,898451
2025-10-09 17:30:00+00:00,253.72999572753906,253.72999572753906,253.41009521484375,253.55999755859375,2363786,223.89999389648438,226.27000427246094,223.89999389648438,226.27000427246094,5200414,1236.300048828125,1236.5,1232.0001220703125,1232.0008544921875,157293,727.6295166015625,730.4760131835938,727.4019775390625,730.280029296875,1144250,241.27999877929688,241.50999450683594,241.04440307617188,241.28500366210938,1187531
2025-10-09 18:30:00+00:00,253.44000244140625,254.08999633789062,253.41000366210938,253.89999389648438,3949781,226.13999938964844,227.0449981689453,226.07000732421875,227.0449981689453,6205429,1234.364990234375,1237.125,1234.364990234375,1236.2501220703125,245646,729.0997924804688,732.3499755859375,728.989990234375,730.5701293945312,1047876,241.33999633789062,241.8300018310547,241.26950073242188,241.75999450683594,849459
2025-10-09 19:30:00+00:00,253.69000244140625,254.27000427246094,253.63999938964844,253.97999572753906,3200147,226.71499633789062,228.10000610351562,226.6118927001953,227.6199951171875,5519724,1234.7650146484375,1235.0,1231.8399658203125,1232.489990234375,291366,731.8250122070312,733.239990234375,731.8250122070312,733.1199951171875,1092659,241.7449951171875,241.87860107421875,241.59500122070312,241.64999389648438,981677
2025-10-10 13:30:00+00:00,255.32000732421875,256.29290771484375,254.8800048828125,255.17999267578125,7963458,226.5500030517578,227.61000061035156,225.99000549316406,226.54879760742188,9540805,1238.6300048828125,1244.9300537109375,1235.1639404296875,1244.5999755859375,690585,731.4019775390625,733.2000122070312,727.7000122070312,732.4949951171875,2829601,243.07000732421875,244.4600067138672,242.6999969482422,243.5,3213099
2025-10-10 14:30:00+00:00,255.1999969482422,255.3000030517578,248.9499969482422,249.41000366210938,9992812,226.52000427246094,227.3300018310547,219.49000549316406,220.52000427246094,13065216,1242.550048828125,1244.22998046875,1236.9600830078125,1237.947509765625,693137,730.8699951171875,731.760009765625,713.5999755859375,714.7200927734375,2384293,243.61000061035156,243.61000061035156,239.23959350585938,239.23959350585938,3546130
2025-10-10 15:30:00+00:00,249.0399932861328,249.6649932861328,247.75999450683594,248.61000061035156,6989327,220.2198944091797,221.38720703125,219.47999572753906,220.16000366210938,12530275,1234.10498046875,1245.510009765625,1233.4300537109375,1240.08642578125,415389,712.9099731445312,717.0900268554688,710.8001098632812,716.2650146484375,2277858,238.97999572753906,239.95399475097656,238.16000366210938,239.43719482421875,3543492
2025-10-10 16:30:00+00:00,248.58999633789062,249.05999755859375,247.05999755859375,247.80999755859375,4394995,220.1300048828125,220.63999938964844,217.610107421875,219.02000427246094,6764811,1240.0699462890625,1242.613037109375,1227.02001953125,1229.8411865234375,414700,716.2587890625,717.672119140625,708.8800048828125,712.1500244140625,1517887,239.44000244140625,239.81500244140625,237.7899932861328,239.5,2584076
2025-10-10 17:30:00+00:00,247.77000427246094,248.57000732421875,247.0800018310547,247.16000366210938,4882982,219.00999450683594,219.67990112304688,218.5626983642578,218.61000061035156,5011244,1229.75,1233.75,1225.06005859375,1226.6641845703125,304416,712.0599975585938,714.4099731445312,709.7150268554688,710.7974853515625,1366838,239.49000549316406,240.5749969482422,239.21499633789062,239.99000549316406,1483299
2025-10-10 18:30:00+00:00,247.13710021972656,247.30999755859375,245.81500244140625,246.1649932861328,5426839,218.63999938964844,218.9600067138672,217.61000061035156,217.80299377441406,5638185,1226.5550537109375,1229.3199462890625,1223.3399658203125,1226.65283203125,458893,711.0,712.969970703125,708.9199829101562,709.469970703125,1243149,239.96499633789062,240.1300048828125,238.34010314941406,238.6999969482422,1459912
2025-10-10 19:30:00+00:00,246.1699981689453,246.99000549316406,244.57000732421875,245.27999877929688,8519891,217.7899932861328,218.02999877929688,216.14999389648438,216.17999267578125,9161418,1227.0400390625,1227.0400390625,1219.0999755859375,1220.0799560546875,570564,709.4998168945312,710.5599975585938,704.6099853515625,705.4299926757812,2353506,238.8000030517578,238.8300018310547,236.68499755859375,237.53500366210938,3205652
2025-10-13 13:30:00+00:00,249.3800048828125,249.49000549316406,245.55999755859375,246.37600708007812,9359382,217.6999969482422,220.42999267578125,217.0399932861328,220.11000061035156,11916565,1221.9300537109375,1231.1199951171875,1206.81005859375,1227.360107421875,591757,713.010009765625,719.9400024414062,707.6412963867188,716.6500244140625,3474259,240.97000122070312,243.17999267578125,240.75,241.6300048828125,3137872
2025-10-13 14:30:00+00:00,246.3699951171875,248.65989685058594,246.22999572753906,248.59030151367188,5816790,220.10000610351562,220.5399932861328,218.69000244140625,220.16000366210938,5313426,1227.3599853515625,1230.9898681640625,1219.27001953125,1223.1650390625,243480,716.64501953125,718.4149780273438,708.0800170898438,713.8599853515625,1424938,241.5850067138672,243.25999450683594,240.91000366210938,242.94000244140625,1431030
2025-10-13 15:30:00+00:00,248.6199951171875,249.6199951171875,248.36000061035156,249.17999267578125,3115587,220.1697998046875,220.6699981689453,219.89999389648438,220.1699981689453,3478186,1223.81005859375,1226.25,1220.300048828125,1224.1949462890625,187927,714.0,714.75,711.7100219726562,714.0999755859375,621689,242.89999389648438,243.8000030517578,242.72999572753906,243.54600524902344,1096593
2025-10-13 16:30:00+00:00,249.1699981689453,249.68930053710938,248.5500030517578,249.1042022705078,2298264,220.1699981689453,220.58999633789062,219.86050415039062,220.0500030517578,2850696,1223.27001953125,1224.989990234375,1218.22998046875,1220.2550048828125,172973,714.2100219726562,714.8900146484375,712.1492919921875,713.135009765625,478944,243.5,243.82000732421875,242.5449981689453,243.01840209960938,1244831
2025-10-13 17:30:00+00:00,249.08999633789062,249.32000732421875,248.68800354003906,249.1461944580078,2175748,220.0500030517578,220.57000732421875,219.69009399414062,220.52499389648438,2655303,1220.64501953125,1222.094970703125,1218.1800537109375,1219.2099609375,178239,713.030029296875,715.489990234375,712.10009765625,714.9605102539062,499360,243.00999450683594,244.0399932861328,242.89999389648438,243.8199005126953,780801
2025-10-13 18:30:00+00:00,249.13999938964844,249.24000549316406,248.1300048828125,248.32000732421875,2310709,220.52499389648438,220.63999938964844,219.8000030517578,220.1199951171875,2489006,1219.0899658203125,1221.9300537109375,1216.56005859375,1220.75,167378,714.9000244140625,715.469970703125,712.8400268554688,714.625,561849,243.82000732421875,244.00999450683594,243.25,243.82000732421875,782277
2025-10-13 19:30:00+00:00,248.32000732421875,248.58999633789062,247.3300018310547,247.58999633789062,3786722,220.11000061035156,220.55999755859375,219.94000244140625,220.0,3852204,1221.0550537109375,1223.113525390625,1218.2000732421875,1218.6500244140625,268263,714.5599975585938,716.0,713.9000244140625,715.4810180664062,1050982,243.80999755859375,244.99000549316406,243.7899932861328,244.64999389648438,1726391
2025-10-14 13:30:00+00:00,246.61500549316406,247.22999572753906,244.6999969482422,247.02000427246094,6901149,215.39999389648438,216.60000610351562,212.60000610351562,216.4250030517578,13903268,1214.75,1215.4150390625,1203.0999755859375,1215.1099853515625,595882,708.0,710.989990234375,699.3300170898438,709.8980102539062,2649450,241.86000061035156,245.24000549316406,241.17750549316406,245.11000061035156,3262497
2025-10-14 14:30:00+00:00,247.0,247.74989318847656,246.1199951171875,246.21400451660156,3292430,216.4250030517578,217.06959533691406,215.97999572753906,216.4949951171875,5601692,1215.1300048828125,1222.3699951171875,1213.363037109375,1216.02001953125,266233,709.8099975585938,712.1373291015625,707.8499755859375,710.8900146484375,744607,245.0800018310547,246.60000610351562,244.83059692382812,246.11000061035156,2556920
2025-10-14 15:30:00+00:00,246.22999572753906,247.75,246.1699981689453,247.38999938964844,2724013,216.4949951171875,218.49989318847656,216.47000122070312,218.3000030517578,3960722,1216.9300537109375,1223.8900146484375,1215.47998046875,1222.760009765625,203833,710.7949829101562,715.5399780273438,710.7949829101562,712.8699951171875,888374,246.14999389648438,248.0240020751953,246.14999389648438,247.46499633789062,1681124
2025-10-14 16:30:00+00:00,247.38999938964844,248.035400390625,247.38499450683594,247.79800415039062,2048766,218.2899932861328,219.32000732421875,218.0399932861328,218.9199981689453,3463725,1223.8699951171875,1224.2899169921875,1217.31005859375,1218.2650146484375,163728,712.8599853515625,714.9450073242188,711.739990234375,714.0499877929688,643456,247.5,247.89500427246094,246.6367950439453,247.47999572753906,1026217
2025-10-14 17:30:00+00:00,247.80999755859375,247.82000732421875,247.17999267578125,247.48500061035156,2132596,218.9250030517578,219.05999755859375,216.82000732421875,217.55999755859375,3966278,1218.219970703125,1222.4599609375,1216.8599853515625,1220.010009765625,154383,714.0599975585938,714.0599975585938,710.2999877929688,711.2100219726562,510481,247.50999450683594,247.64999389648438,247.05999755859375,247.5500030517578,656961
2025-10-14 18:30:00+00:00,247.49000549316406,248.75,247.14439392089844,248.4199981689453,3822730,217.57000732421875,217.73500061035156,216.87339782714844,217.48500061035156,4374080,1220.010009765625,1220.5400390625,1214.43994140625,1215.8399658203125,178803,711.3900146484375,712.7399291992188,710.4000244140625,711.52001953125,531401,247.5189971923828,247.5189971923828,246.4857940673828,246.53500366210938,764146
2025-10-14 19:30:00+00:00,248.42999267578125,248.84500122070312,246.72999572753906,247.85000610351562,4482259,217.49000549316406,217.52000427246094,215.3699951171875,216.44000244140625,5250080,1216.1650390625,1216.1800537109375,1210.010009765625,1215.72998046875,382074,711.6199951171875,711.7769775390625,704.8599853515625,708.77001953125,1297305,246.5500030517578,246.5800018310547,244.5,246.19000244140625,1868966
